rainfall_mm_hr,slope_degrees,soil_moisture_proxy_pct,historical_landslide_frequency,ground_movement_proxy_pct,risk_score
30.996,21.758,68.54,2.575,51.2,28.819
173.423,54.251,84.74,5.217,88.5,96.267
105.171,29.637,85.05,3.623,67.5,41.883
25.114,36.841,66.8,3.934,70.8,30.898
22.55,21.057,5.01,2.004,29.9,17.365
52.259,16.981,6.9,2.983,28.4,29.727
48.481,55.866,35.85,5.594,74.7,43.847
91.01,50.572,54.97,5.652,80.6,45.465
46.726,54.104,81.16,5.089,87.1,47.134
15.359,50.505,79.79,4.337,84.8,31.582
179.073,2.132,71.44,2.508,30.1,32.933
191.172,57.631,78.26,6.58,89.9,97.201
56.56,9.056,14.57,2.05,19.6,27.792
174.772,58.372,39.24,6.505,78.0,46.402
31.155,20.327,59.6,2.445,46.6,27.444
120.479,25.843,33.14,2.916,45.9,34.575
154.583,1.435,66.11,2.003,26.4,31.666
152.856,26.608,0.59,4.095,40.0,32.385
130.756,40.921,24.86,4.724,64.7,38.984
118.92,31.41,14.92,4.615,50.9,35.599
124.821,13.662,94.87,2.505,49.9,38.15
0.608,12.177,92.19,2.273,46.9,15.543
152.417,10.313,31.21,3.563,29.7,31.471
101.969,5.243,3.41,2.066,12.0,25.707
1.614,11.251,40.51,1.194,27.6,8.976
146.715,0.642,50.29,2.048,20.9,29.791
155.254,57.567,13.95,5.404,67.7,42.3
157.284,11.169,47.19,3.151,34.4,33.0
172.122,9.917,15.97,2.982,23.3,29.105
194.655,20.874,50.55,4.206,48.9,36.682
63.861,39.146,6.18,4.93,57.7,36.735
102.275,48.926,8.52,5.607,66.6,39.932
110.617,45.29,88.57,4.206,87.1,46.459
38.767,51.058,68.13,3.724,79.7,40.093
140.928,13.73,20.39,3.54,30.2,31.04
35.62,14.533,84.51,1.998,46.5,30.36
126.29,18.99,33.95,3.185,39.2,33.371
78.868,4.245,17.54,2.887,17.2,27.879
109.964,55.048,38.97,5.663,75.8,44.742
168.235,16.25,75.59,2.381,46.7,36.494
98.548,58.552,13.09,4.559,65.3,41.56
110.758,44.867,66.65,5.354,83.2,45.135
10.49,57.377,25.05,5.558,71.4,26.252
40.867,54.803,44.87,4.888,75.7,40.517
155.941,18.841,21.87,4.019,37.5,32.868
28.864,23.463,67.53,2.183,51.8,27.757
52.513,16.43,50.36,2.894,40.6,34.289
145.468,14.421,55.18,3.084,40.3,34.555
65.745,32.594,18.08,3.803,51.1,35.38
96.532,51.676,55.79,4.976,79.2,45.111
27.857,6.728,71.48,2.203,34.4,23.934
95.111,58.845,20.08,4.558,67.4,42.394
36.852,27.779,97.74,3.954,70.1,37.41
52.85,20.142,93.34,1.861,55.0,38.802
45.261,29.223,92.45,2.545,66.6,39.406
156.662,24.156,12.36,3.393,39.0,32.394
96.232,0.519,7.95,2.012,8.0,25.068
97.339,19.879,62.78,2.873,48.1,36.424
115.736,7.317,11.32,1.981,16.5,26.965
27.711,57.953,25.36,5.729,71.9,34.171
108.617,52.449,98.82,4.463,90.8,49.492
57.527,23.743,22.52,4.016,43.2,34.06
199.429,53.236,29.74,5.176,71.9,42.809
74.61,29.105,84.62,3.327,66.0,41.409
136.641,40.08,29.79,5.122,66.3,39.744
91.469,13.012,57.34,2.183,37.1,33.54
172.611,48.352,93.53,5.744,92.4,96.368
105.025,54.759,59.45,5.26,81.0,46.513
147.212,36.335,1.64,4.975,53.3,35.638
153.007,44.06,69.55,5.363,83.2,93.813
24.98,4.374,75.44,2.131,32.8,22.49
88.009,45.231,35.74,4.572,72.2,41.012
21.457,44.84,5.19,3.935,61.2,24.346
41.793,10.465,90.54,2.357,44.7,33.177
143.594,30.567,43.71,3.363,55.5,37.281
109.443,22.029,25.15,2.988,39.5,32.896
93.458,24.665,47.6,3.862,51.3,36.871
157.243,30.553,12.37,4.504,48.9,35.007
170.683,25.104,7.94,4.331,41.1,33.093
42.854,11.077,1.51,1.519,16.6,23.127
115.419,3.505,49.6,2.479,25.0,30.816
167.985,15.4,86.74,3.89,52.9,39.082
58.324,51.035,35.55,5.666,74.8,43.449
12.686,0.318,10.49,0.799,5.5,7.632
58.846,13.274,34.89,1.957,30.1,30.898
139.828,30.395,85.3,3.993,69.3,92.024
8.072,8.87,77.66,0.799,35.2,14.951
66.144,54.999,21.76,5.941,71.4,43.124
100.044,22.119,67.4,2.754,51.7,37.323
128.157,7.565,74.2,2.426,36.7,34.398
72.81,45.738,79.07,5.103,86.5,46.442
199.042,1.114,88.3,2.717,34.5,34.77
150.227,18.655,40.38,2.767,39.8,33.57
99.158,50.561,90.59,5.884,91.9,49.62
41.58,43.682,54.51,3.383,73.3,37.79
12.276,25.897,38.84,2.271,46.1,17.951
96.137,53.452,8.56,4.445,63.7,39.775
54.02,29.163,68.36,2.903,60.2,39.197
36.98,50.939,23.09,5.561,70.8,36.219
190.223,59.981,38.65,5.804,76.1,45.983
128.562,33.526,52.3,5.076,65.6,40.671
196.641,22.804,66.7,3.049,53.0,37.707
5.261,36.12,61.95,2.729,65.5,20.221
22.23,16.185,92.97,3.048,53.5,26.86
184.37,41.684,18.13,5.027,64.3,38.731
133.06,41.341,41.28,4.156,68.7,40.301
138.653,18.39,1.0,3.767,30.2,30.209
156.286,31.368,24.58,4.05,52.4,36.069
118.615,4.187,72.36,2.991,33.8,34.004
10.982,58.031,87.28,3.842,85.8,31.694
161.841,59.71,31.09,5.458,73.0,44.732
91.514,41.326,49.94,4.214,71.4,41.31
159.279,34.602,54.5,3.916,64.6,39.963
57.076,33.91,97.01,3.977,76.7,44.543
95.428,41.94,46.76,4.541,72.0,41.438
15.692,48.574,23.29,4.367,67.9,25.101
133.771,0.219,75.45,2.641,29.5,33.073
69.691,19.026,55.69,3.227,45.9,35.814
135.616,16.097,78.31,2.812,48.4,37.203
189.341,48.451,4.44,4.423,62.4,38.153
184.845,40.973,9.23,4.751,60.2,37.304
172.121,21.456,86.35,2.859,56.9,39.364
20.297,55.072,40.55,3.873,71.8,30.006
116.295,39.516,72.68,5.33,79.0,44.547
118.896,32.093,48.95,4.814,62.4,39.704
40.063,30.534,29.16,4.278,53.4,32.244
188.753,36.0,20.17,4.919,58.3,37.541
160.898,41.487,80.84,3.801,79.9,93.203
32.221,42.196,48.22,3.925,71.2,33.199
74.023,35.341,69.87,4.284,70.9,42.203
135.108,20.069,57.87,3.237,47.8,36.303
33.305,13.589,49.35,3.254,38.0,26.553
16.635,37.685,13.47,2.776,52.9,20.3
77.684,22.717,43.31,2.91,45.5,34.971
45.461,26.674,0.17,2.4,35.7,28.609
97.416,47.167,22.47,5.51,70.5,40.963
167.963,59.267,65.96,5.072,82.5,95.589
65.139,5.399,77.08,2.013,34.2,33.792
33.596,18.208,64.51,2.931,46.9,29.074
120.615,39.807,51.71,5.116,72.5,42.086
22.258,59.0,99.08,5.449,93.3,39.833
180.958,37.624,67.16,5.28,75.2,92.653
151.208,45.919,14.36,4.39,65.3,38.63
166.388,59.003,67.34,5.678,84.4,96.045
23.524,26.435,74.66,2.968,59.2,27.682
18.081,35.782,8.18,3.982,52.2,21.162
83.206,42.914,49.68,4.417,73.6,41.854
55.755,10.357,25.67,2.271,24.9,29.539
56.675,0.761,36.01,2.199,17.1,28.403
142.462,50.508,72.09,5.459,85.3,94.994
167.649,21.171,90.32,3.893,60.4,40.802
47.901,17.279,83.61,3.64,53.4,37.987
110.35,0.312,39.71,1.504,16.0,27.991
168.971,12.585,24.37,3.097,29.0,30.759
64.618,51.422,80.62,3.846,83.8,46.618
102.731,56.706,89.31,6.045,91.9,51.053
51.725,39.766,70.5,3.841,74.9,42.829
122.339,9.751,82.15,3.408,44.0,36.786
121.579,4.937,56.13,1.668,26.5,31.026
54.921,55.649,1.27,4.484,61.6,39.517
185.318,40.581,55.26,5.252,74.8,42.795
140.95,26.933,70.26,3.153,58.9,39.152
98.197,32.074,49.48,3.557,59.4,38.461
153.576,36.447,43.06,4.085,63.6,39.302
198.544,55.291,59.94,5.281,81.2,46.71
132.525,31.874,58.4,4.128,63.3,39.986
36.457,41.047,37.34,3.454,65.4,33.117
33.46,18.671,42.75,2.921,40.9,26.716
17.291,35.019,47.24,4.211,63.6,25.172
6.17,57.315,18.48,5.488,69.3,23.542
175.527,58.898,91.78,4.982,90.0,97.283
119.767,31.697,30.39,4.585,55.8,37.335
141.508,13.62,84.53,2.413,46.5,36.908
129.406,32.395,37.96,3.563,56.3,37.274
161.994,10.176,39.93,2.829,30.4,31.642
176.842,13.64,90.67,2.634,48.9,37.816
195.468,24.871,49.81,4.211,53.1,37.521
116.945,52.063,9.22,5.38,66.2,40.493
17.386,38.547,44.31,4.302,66.9,25.794
11.06,41.536,90.84,3.971,83.3,28.473
131.267,46.768,32.9,4.647,71.5,41.129
195.942,50.182,69.01,4.877,82.9,94.349
9.182,14.638,47.37,2.077,35.7,14.747
164.717,37.198,88.52,5.266,81.1,94.077
85.734,54.763,92.72,5.645,91.9,50.57
69.455,34.191,64.28,2.851,64.4,39.846
126.734,48.908,71.18,5.69,85.6,94.849
166.082,55.252,33.19,5.791,74.4,44.285
78.695,21.036,69.25,2.946,51.5,37.476
167.392,16.098,87.68,2.731,51.0,38.15
62.08,12.183,11.71,1.425,20.6,27.55
79.309,27.35,75.66,2.467,59.3,39.134
143.565,46.978,41.45,4.655,74.1,42.126
65.494,11.871,56.79,2.695,37.0,33.746
77.019,8.168,8.44,2.115,16.9,26.981
23.376,40.843,53.44,4.119,71.7,29.771
101.033,38.218,41.4,4.795,66.9,40.257
166.099,50.684,52.6,4.422,76.8,43.961
89.657,17.973,40.86,3.041,39.8,33.749
131.895,28.514,19.98,3.021,45.2,33.848
166.847,12.22,22.44,3.886,30.0,31.276
72.309,41.925,74.21,3.723,78.2,43.61
149.345,29.873,96.25,3.181,70.0,42.714
136.516,42.084,18.07,5.517,66.0,39.321
0.617,29.644,72.36,2.932,62.0,18.048
40.512,5.972,55.47,2.613,29.8,27.99
191.403,37.99,94.69,4.75,82.5,94.286
63.106,58.379,40.57,6.054,77.3,46.084
135.072,56.554,38.29,6.303,77.2,45.672
35.917,13.942,50.23,2.815,37.6,27.427
79.061,45.549,56.43,5.101,79.7,43.906
37.946,24.364,23.07,2.286,39.7,27.175
50.604,41.496,75.49,5.084,81.5,45.056
24.163,11.267,24.69,2.235,25.5,18.235
159.483,23.261,52.74,4.07,51.8,37.329
124.01,43.574,40.22,5.004,73.0,41.57
162.373,20.932,49.61,3.843,47.7,36.217
180.399,35.24,7.55,5.125,54.2,36.192
156.815,21.447,8.46,4.049,36.5,32.021
174.229,43.56,7.96,4.076,61.0,37.061
171.336,28.702,81.29,4.244,66.9,41.896
170.15,7.2,15.5,3.193,20.6,28.648
146.187,8.45,18.72,1.882,19.7,27.936
130.683,25.263,72.6,2.752,56.7,38.613
149.359,20.305,28.13,2.553,37.4,32.38
26.637,57.041,40.1,4.675,73.7,34.024
43.547,10.292,94.21,2.706,46.5,34.673
5.494,25.985,72.82,3.281,58.9,19.766
95.458,38.864,30.99,4.502,63.7,38.958
138.613,12.1,51.29,2.062,34.0,32.541
97.672,34.868,69.01,3.721,68.7,41.419
185.727,6.29,53.68,3.286,31.3,32.735
15.139,14.023,37.99,2.744,33.8,16.883
58.375,50.222,74.16,4.31,83.0,46.112
113.222,23.834,6.34,3.718,37.7,31.994
169.556,12.042,20.04,3.398,27.9,30.468
105.441,6.603,83.4,1.409,35.9,34.14
178.486,32.37,60.08,3.829,63.6,90.439
8.312,56.361,15.2,5.771,69.0,24.197
107.956,37.089,19.26,4.803,59.0,37.571
187.561,45.794,41.16,5.153,75.2,42.336
17.673,10.0,54.33,2.573,33.8,18.697
103.008,18.89,58.64,3.949,48.5,36.852
41.853,57.698,44.51,4.847,75.5,41.532
34.498,42.6,43.02,3.875,69.9,33.67
141.612,26.089,99.67,3.113,66.7,42.153
122.88,31.361,34.45,4.676,56.9,37.799
15.366,2.67,1.59,1.627,7.5,9.226
55.4,29.53,43.52,2.558,52.3,36.193
172.95,42.895,39.77,5.088,72.3,41.452
128.699,4.409,69.91,2.587,32.3,33.368
142.712,41.432,66.43,5.39,79.4,93.229
127.565,33.864,97.77,4.342,77.8,93.632
53.533,25.057,54.65,3.133,52.1,36.985
101.623,59.657,93.02,5.712,92.2,51.794
102.428,31.144,91.58,3.15,70.0,42.459
18.851,36.382,30.49,3.97,59.5,24.08
90.251,55.477,79.23,5.294,87.0,48.888
177.905,12.041,91.73,3.013,48.4,37.957
26.522,0.511,18.71,1.4,9.7,15.289
133.874,10.838,27.34,2.563,26.7,30.134
187.263,18.26,8.37,2.629,29.4,29.816
94.755,19.736,12.08,2.792,32.5,30.731
47.25,18.311,24.84,1.943,32.7,29.722
114.893,1.707,91.4,1.495,33.1,33.987
164.482,8.13,48.38,2.68,30.2,31.949
121.999,49.789,33.65,3.946,70.0,41.181
79.389,57.86,71.13,5.67,85.5,48.931
16.724,3.743,86.21,2.217,35.6,19.986
1.265,23.277,33.83,2.05,41.1,11.726
143.47,46.628,2.64,4.196,61.3,37.303
169.661,48.334,72.29,4.455,82.8,94.033
189.374,59.92,12.27,6.648,70.3,43.937
123.845,23.315,83.77,4.011,61.1,40.694
155.632,47.975,81.6,5.581,88.4,95.371
5.554,36.871,2.92,2.621,48.4,13.918
148.987,16.104,22.05,2.603,31.0,30.8
56.01,51.242,42.24,4.763,74.6,43.301
121.842,1.278,40.67,1.854,18.3,28.679
33.702,9.546,31.69,1.517,23.9,22.067
149.69,45.601,63.64,4.766,81.0,93.233
101.545,37.025,19.6,3.251,55.1,35.994
2.932,35.183,62.96,3.454,66.6,19.84
180.478,26.419,54.29,3.612,54.7,37.751
115.928,50.301,58.47,4.061,77.7,44.147
0.527,52.552,80.58,4.618,85.7,25.901
110.928,7.827,30.38,1.758,22.2,28.948
70.813,2.627,45.8,1.699,20.9,29.392
129.609,33.972,24.04,3.963,54.9,36.517
6.24,10.902,27.0,0.917,22.5,9.16
41.352,39.502,23.66,3.562,59.9,33.523
101.342,55.871,67.08,5.556,84.0,47.912
104.273,56.105,38.78,4.552,73.0,43.817
72.212,17.05,75.99,3.558,50.6,37.935
94.939,7.684,86.23,2.733,41.2,36.065
111.001,23.281,5.6,3.25,35.7,31.303
7.455,34.037,65.38,3.681,66.6,22.068
84.508,35.375,92.91,4.915,79.5,45.395
8.934,9.31,96.78,2.649,46.0,19.442
105.185,20.768,74.8,2.251,51.1,37.309
67.217,6.507,88.5,1.976,38.7,35.264
8.005,42.391,58.04,4.02,74.6,23.767
129.836,14.822,98.75,3.632,55.2,40.005
131.474,30.262,11.87,3.825,46.7,34.185
23.246,28.395,23.68,2.976,46.1,22.409
176.596,16.608,86.6,3.478,53.1,38.919
160.751,27.018,81.04,4.784,66.3,42.04
89.475,14.901,6.99,2.962,26.1,29.238
34.873,51.537,78.8,5.396,87.1,41.388
95.485,52.916,94.98,4.124,88.8,48.827
0.493,21.861,8.2,2.322,32.6,8.523
180.891,13.015,6.45,3.391,24.9,29.189
29.456,8.635,32.06,1.839,23.8,20.363
93.352,4.029,29.12,1.233,16.3,27.398
1.085,19.745,21.27,2.833,35.4,10.264
32.975,48.771,59.39,4.342,78.7,36.696
171.28,30.425,91.43,3.569,70.2,92.179
181.864,18.562,14.77,3.284,33.3,31.265
186.792,52.781,43.58,6.026,78.1,45.104
127.209,42.319,23.81,4.841,66.3,39.309
25.664,40.517,95.2,4.482,84.8,35.671
25.122,58.013,49.6,4.214,75.4,34.15
81.071,37.481,90.59,4.583,80.3,45.281
35.06,42.851,60.25,4.717,77.5,36.738
130.538,2.929,18.94,1.671,13.1,26.478
197.626,57.661,49.79,6.616,81.5,47.514
176.38,23.088,63.57,3.587,53.7,37.983
174.056,31.031,87.13,4.812,72.6,92.782
60.308,50.625,92.85,5.336,91.2,49.318
163.064,28.797,77.11,4.199,65.6,41.412
199.236,28.965,65.4,3.974,61.7,39.93
79.68,54.264,33.37,4.53,71.3,42.778
67.537,34.52,84.92,4.307,74.6,43.694
8.742,21.552,74.72,2.084,51.6,19.154
4.537,24.848,71.04,1.888,53.6,17.452
53.939,49.499,84.57,3.841,85.0,46.607
91.322,16.141,78.44,3.032,49.0,37.454
73.675,8.001,35.32,2.085,24.7,29.869
103.652,26.773,93.36,3.903,67.5,42.43
180.105,8.991,38.72,2.006,26.6,30.388
75.742,7.208,66.47,2.364,33.9,33.401
35.668,5.834,54.69,2.088,28.1,25.2
183.848,3.447,3.93,2.666,11.7,25.972
69.557,34.771,68.4,3.37,67.6,40.968
145.629,19.722,88.1,3.707,57.6,40.034
22.068,34.009,42.88,4.483,61.9,26.843
175.912,47.7,15.54,4.601,66.2,39.385
107.234,44.238,49.98,5.421,77.7,43.226
80.694,30.703,2.97,3.818,44.6,33.3
39.744,37.98,36.68,4.452,64.3,34.817
45.313,19.422,47.91,3.323,44.3,33.085
0.93,25.926,12.49,2.093,37.8,9.883
32.116,12.01,51.35,2.17,34.2,24.77
70.976,55.953,63.92,4.412,80.2,46.404
197.814,52.529,2.46,5.621,64.8,40.105
166.196,57.898,75.69,5.432,86.3,96.307
68.462,34.782,25.13,3.681,55.4,36.531
128.758,2.845,50.12,1.443,21.8,29.653
9.741,12.434,33.88,1.938,28.8,12.861
60.684,19.966,34.55,3.525,41.4,34.011
199.007,56.826,54.65,5.049,79.0,46.241
160.517,30.923,50.14,4.1,59.7,38.83
88.868,55.493,70.65,6.043,86.3,48.721
73.94,56.21,30.94,4.917,71.6,43.356
186.233,53.038,19.8,5.088,68.7,41.58
177.998,11.074,38.64,2.659,30.5,31.53
193.821,32.847,30.09,5.399,59.0,38.405
92.845,48.399,48.27,3.844,74.1,42.365
193.164,1.087,27.03,2.32,15.1,27.615
98.34,39.427,52.31,4.72,71.3,41.657
131.462,58.847,13.29,4.664,65.6,41.757
123.329,57.239,73.53,5.86,86.7,96.34
61.368,53.449,60.64,4.307,79.0,45.361
85.672,45.46,60.38,4.324,78.9,43.519
29.26,39.653,93.15,3.984,82.0,36.317
85.144,4.458,31.63,2.164,19.9,28.732
175.853,44.141,50.43,4.935,76.5,42.752
45.807,52.506,70.1,4.423,82.1,44.46
189.703,14.572,40.94,3.305,36.7,33.251
17.645,4.658,20.09,1.936,16.0,13.038
35.25,29.472,42.73,2.437,51.7,29.477
141.285,48.016,58.02,5.446,81.0,45.002
194.668,35.565,94.44,4.805,79.9,93.951
18.045,9.215,99.59,1.098,42.9,22.139
178.693,8.002,8.84,3.407,20.1,28.32
154.749,40.385,84.87,4.663,82.0,93.89
194.113,53.25,81.31,6.15,89.8,96.493
81.111,47.65,47.61,3.787,73.8,42.062
183.413,11.023,6.96,3.326,22.7,28.722
8.977,45.437,96.52,4.301,89.7,29.415
5.155,37.931,70.33,3.072,70.9,21.865
47.11,55.63,40.68,5.583,76.2,43.709
27.904,18.848,61.06,2.207,44.8,25.59
60.251,39.694,88.8,4.575,82.2,45.582
134.92,24.84,99.13,3.948,67.2,42.668
46.648,12.615,33.01,2.744,30.8,29.877
77.755,0.219,76.92,0.981,25.8,31.523
67.817,36.86,96.15,3.581,78.8,44.717
89.233,59.828,83.23,5.222,88.0,50.251
29.589,3.141,69.68,1.402,27.9,22.85
147.156,7.363,72.61,1.609,34.0,33.334
178.903,53.536,16.81,5.426,68.6,41.713
44.42,8.802,5.64,2.182,16.9,24.433
97.583,27.084,25.91,3.059,45.5,34.211
160.796,55.686,51.48,5.217,78.5,45.804
155.985,9.458,60.72,2.46,34.9,33.384
162.796,19.615,9.52,3.515,33.4,31.167
88.585,23.115,78.23,2.866,56.3,38.858
183.504,39.833,83.22,4.059,79.4,93.298
154.623,11.917,3.85,2.466,20.6,27.698
22.555,14.982,51.85,1.843,36.8,20.962
102.968,36.308,18.42,3.698,55.1,36.16
48.027,44.44,73.05,4.975,83.7,44.482
99.211,23.308,2.54,3.109,34.4,30.827
125.753,32.324,51.41,4.235,61.9,39.43
172.795,17.852,0.73,4.283,30.8,30.588
194.2,43.02,41.56,5.867,74.9,42.481
9.671,49.716,82.8,4.58,86.3,29.48
55.298,44.418,70.68,4.844,82.7,44.949
66.82,38.223,92.89,4.78,82.3,45.907
107.067,40.098,65.82,4.172,74.7,42.732
141.399,24.006,30.06,3.655,44.8,34.577
95.479,50.511,91.44,3.958,87.3,47.715
52.484,29.624,37.89,2.953,51.7,36.002
37.689,41.432,3.12,4.22,57.5,30.773
38.827,5.164,48.65,0.901,22.6,24.548
26.217,11.416,7.1,1.637,18.9,16.621
13.442,51.565,96.17,4.783,90.8,33.243
116.989,42.889,90.89,3.536,83.8,45.473
110.404,22.714,41.07,3.319,45.9,35.146
193.935,57.019,87.78,6.261,92.0,97.569
181.654,19.886,72.01,3.46,52.3,38.046
97.521,56.827,55.06,4.463,77.7,45.682
127.677,40.251,29.12,4.822,65.5,39.4
61.277,0.291,38.95,1.203,15.0,27.592
125.117,58.592,78.71,6.05,88.7,97.025
51.29,7.382,35.37,1.35,22.2,28.975
146.887,7.927,51.62,1.782,28.7,31.333
64.987,18.69,34.77,2.041,36.3,32.213
59.595,0.234,0.1,2.475,6.5,24.617
110.1,42.376,73.87,4.974,81.7,44.966
114.507,2.573,67.73,2.047,28.3,32.151
155.821,51.764,11.95,5.574,67.5,40.925
7.688,42.035,19.86,3.057,60.3,18.353
116.544,18.969,2.25,4.016,31.8,30.736
136.273,4.567,97.77,1.524,38.2,35.373
14.775,0.543,13.4,0.651,6.3,8.771
14.333,57.908,84.67,5.882,90.1,34.957
157.282,41.597,15.54,4.844,63.0,38.237
51.706,39.965,82.51,4.259,79.8,44.627
0.117,5.117,37.27,1.85,21.5,7.232
126.684,16.379,58.46,2.354,41.6,34.612
110.159,18.575,73.37,2.796,49.6,37.211
168.151,12.017,29.42,2.416,28.2,30.481
89.577,5.333,67.58,1.954,31.1,32.671
102.124,25.161,85.38,3.469,62.2,40.735
166.817,24.025,68.6,3.482,56.0,38.643
124.887,51.217,84.59,5.263,88.5,95.844
59.548,48.077,20.87,4.627,67.8,40.085
180.393,15.449,51.12,3.68,41.7,34.959
124.202,18.111,37.5,3.94,41.2,34.338
31.052,52.574,96.28,4.62,90.4,41.066
167.926,4.165,44.68,2.369,24.0,30.312
12.057,27.282,63.15,3.514,58.0,22.127
25.909,51.314,78.38,5.165,86.4,37.108
47.409,9.106,63.26,2.308,34.9,32.286
104.777,40.617,13.51,4.008,59.2,36.928
165.904,15.322,22.03,2.865,30.8,30.889
144.324,44.469,73.06,4.38,82.3,93.474
147.2,36.706,22.51,3.902,57.3,36.912
199.3,53.133,46.32,5.915,78.7,45.371
58.748,48.594,27.02,4.563,69.5,40.814
73.281,21.286,20.18,2.977,37.1,32.168
52.375,34.489,99.58,3.904,78.0,44.883
38.498,27.803,18.5,2.227,42.0,27.642
121.488,2.692,27.1,1.644,15.2,27.293
72.486,26.739,59.4,3.444,56.1,38.213
182.796,59.627,76.47,6.239,88.5,97.143
112.778,22.753,96.96,3.184,62.3,41.163
98.465,51.635,88.97,4.982,89.1,48.757
126.482,40.882,59.34,3.747,72.6,41.76
104.514,49.21,22.58,5.315,70.1,41.242
191.036,7.275,69.44,2.104,34.2,33.475
20.007,28.878,49.3,2.46,53.0,23.381
191.736,15.921,54.3,4.069,44.2,35.818
143.231,59.623,98.75,5.406,93.1,98.155
11.159,57.109,77.96,3.893,83.1,30.588
95.464,30.592,44.02,4.671,58.9,38.67
114.817,24.167,82.52,3.877,61.3,40.614
55.71,36.725,58.21,2.833,65.4,39.741
5.47,42.028,96.83,4.693,87.5,27.529
173.668,23.118,86.42,4.044,61.7,40.974
103.098,52.962,96.02,4.498,90.1,49.338
41.467,24.188,83.72,2.501,58.2,35.577
56.393,6.053,77.27,0.991,32.4,32.909
84.848,8.203,79.81,1.989,38.0,34.71
185.605,5.492,63.67,2.25,30.8,32.583
106.083,19.943,61.6,3.135,48.5,36.579
156.457,22.775,47.04,3.133,47.3,35.625
78.304,37.499,77.58,4.183,75.4,43.441
20.952,1.16,48.96,1.004,18.5,15.906
4.198,40.395,49.96,4.01,69.9,20.735
63.662,58.445,90.33,4.988,89.6,50.474
90.169,9.963,26.47,2.821,26.1,30.104
95.015,24.836,10.14,2.323,36.4,31.203
16.702,35.571,28.95,2.851,55.3,21.625
193.431,12.7,40.28,3.814,35.7,33.274
128.204,52.512,49.69,4.706,76.7,44.353
34.106,57.715,88.22,5.9,91.2,44.022
199.186,48.409,62.13,5.563,82.5,94.059
195.877,4.075,23.15,2.612,18.0,28.174
189.322,13.547,28.1,4.08,33.7,32.403
115.955,32.98,14.11,4.301,51.6,35.545
147.201,1.893,67.96,2.09,27.7,32.065
42.22,14.205,99.88,2.649,52.4,35.551
36.366,36.235,96.25,4.156,79.5,39.178
159.087,38.646,52.88,3.95,68.7,40.747
13.799,13.184,65.87,1.817,39.0,18.212
189.01,21.753,37.49,3.279,43.6,34.49
157.738,8.012,47.62,2.701,29.9,31.86
151.815,59.113,76.23,6.049,88.0,96.926
106.825,6.025,16.53,2.057,16.8,27.32
52.667,55.138,39.31,4.196,72.3,43.287
77.467,2.737,81.21,2.093,32.6,33.719
122.628,39.263,74.63,4.887,78.2,93.157
149.655,15.656,44.79,3.821,40.4,34.455
121.806,5.927,7.8,2.449,15.0,26.742
19.87,22.036,54.52,3.047,48.5,22.932
132.709,11.312,50.87,3.197,35.8,33.485
68.047,41.722,17.05,4.121,61.8,37.686
96.4,43.274,50.98,5.271,76.6,42.961
81.071,9.292,63.2,2.665,35.9,33.83
25.661,22.321,44.4,2.86,45.3,24.24
82.255,10.055,78.89,1.952,39.7,34.995
142.01,51.763,3.33,5.102,63.8,39.49
33.907,14.559,76.5,1.72,43.4,28.444
198.452,58.576,30.9,5.93,74.1,44.938
113.439,20.863,63.03,4.17,52.5,38.015
165.794,59.065,2.7,5.843,65.4,41.858
42.238,45.786,5.48,4.804,63.7,34.634
166.843,56.113,29.65,5.7,73.1,43.999
141.916,56.731,70.57,5.475,84.9,95.806
190.369,24.281,24.5,3.697,43.6,34.072
100.693,3.853,35.42,2.437,21.0,29.292
138.003,11.264,24.79,3.163,27.9,30.57
171.226,22.832,95.68,3.401,62.6,41.264
78.9,1.692,10.26,0.996,7.4,24.543
74.685,52.984,76.05,4.646,84.4,47.299
1.131,35.58,44.7,3.521,61.7,17.199
123.093,41.561,16.15,4.426,62.1,37.865
186.01,21.3,74.86,4.327,56.9,39.578
131.326,25.253,63.32,3.511,55.8,38.373
96.008,7.065,4.98,2.8,16.3,27.054
117.885,30.959,81.52,3.176,66.8,41.337
142.991,34.667,7.85,3.468,49.5,34.384
108.368,29.623,96.68,3.404,70.4,42.934
74.745,58.781,76.2,4.374,83.8,48.363
84.489,58.725,15.57,5.459,68.3,42.8
153.698,43.516,33.89,4.369,69.4,40.206
20.646,6.298,0.36,1.95,12.0,12.578
96.587,3.61,25.06,1.74,15.9,27.378
167.859,31.966,96.21,3.472,73.1,92.675
88.485,43.124,40.2,4.932,72.3,41.391
3.922,8.157,65.89,2.299,34.6,13.214
186.159,52.985,27.33,5.653,72.3,42.978
109.807,35.787,30.94,3.856,58.7,37.581
193.56,3.571,53.03,2.785,26.8,31.524
30.079,52.395,40.86,4.627,73.8,34.508
195.955,11.408,46.85,2.263,32.4,32.102
172.213,58.803,13.42,5.129,66.8,42.241
71.898,4.755,71.28,2.245,32.3,33.246
51.142,1.215,48.93,2.188,21.5,29.917
123.391,57.02,59.82,4.591,79.4,46.382
91.047,26.167,66.55,4.281,59.7,39.732
141.85,41.173,98.9,5.45,89.0,95.504
120.613,31.631,99.47,3.328,73.3,92.76
174.639,50.254,44.97,5.298,76.7,43.927
142.973,34.998,76.75,3.988,71.9,92.094
4.13,58.54,45.66,5.277,76.9,25.697
94.488,22.336,88.94,2.636,58.1,39.62
