rainfall_mm_hr,slope_degrees,soil_moisture_proxy_pct,historical_landslide_frequency,ground_movement_proxy_pct,risk_score
8.9,38.8,8.4,7.3,63.9,49
19.4,10.6,23.0,5.4,32.2,26
32.1,30.5,32.5,5.6,57.6,54
17.9,34.0,18.7,4.9,55.6,48
38.3,33.1,28.3,3.8,54.8,62
6.8,29.1,18.5,7.7,57.1,34
14.9,40.3,31.2,5.2,67.1,44
27.7,10.2,21.8,4.8,29.9,33
15.2,22.0,28.6,3.3,41.3,45
7.1,18.8,13.5,0.9,27.2,15
42.6,26.1,44.7,4.4,53.4,67
33.6,30.3,21.1,7.6,59.0,64
6.4,31.7,13.3,7.2,57.2,40
24.3,34.3,23.8,1.2,48.3,52
40.4,21.0,33.7,6.3,49.2,66
13.8,21.6,19.7,3.8,39.4,40
17.9,16.2,19.2,4.9,36.0,35
42.9,19.2,28.0,7.1,47.5,56
36.4,32.1,39.5,6.5,63.8,71
38.5,19.1,20.8,7.2,45.5,64
32.7,41.2,21.7,4.7,64.0,65
6.7,22.7,11.1,0.1,28.8,22
42.4,15.8,38.1,4.1,39.2,63
8.0,40.5,18.6,1.2,53.6,46
47.0,18.1,31.2,2.1,34.7,58
2.1,22.6,15.2,3.8,39.2,31
44.1,13.6,28.5,7.7,42.9,60
41.7,16.1,29.2,5.2,39.6,59
29.4,18.8,26.8,7.8,48.4,50
25.8,27.0,27.4,3.9,48.0,41
25.1,12.7,15.3,5.1,31.5,36
7.5,38.6,13.1,5.3,60.1,46
40.6,26.8,34.4,1.7,44.3,56
32.4,14.5,23.4,4.7,34.9,42
31.5,12.0,21.9,2.1,25.2,37
25.8,32.3,29.4,7.0,62.2,58
47.4,26.5,32.0,3.9,48.8,66
41.5,38.7,37.0,1.5,57.9,76
13.2,25.9,20.4,4.7,46.6,37
18.9,28.3,10.6,7.3,52.9,50
41.3,41.6,29.3,4.8,67.0,81
37.6,41.6,26.5,4.3,64.9,60
44.8,28.3,39.1,3.0,50.7,59
34.9,26.9,33.5,6.1,55.2,63
29.5,34.4,33.2,0.8,50.2,50
12.7,12.9,27.8,4.8,34.7,35
12.9,10.2,15.2,4.2,26.4,33
0.4,21.1,17.9,2.9,36.1,18
21.3,28.8,21.0,4.5,49.5,46
49.6,29.3,30.4,4.5,52.9,68
18.5,20.7,19.3,2.8,35.8,40
36.8,36.2,36.8,3.6,60.3,62
5.0,38.0,19.2,4.9,60.2,32
8.0,13.2,17.2,1.2,22.8,25
4.4,31.3,10.3,5.8,52.4,38
30.7,30.9,30.0,7.6,62.3,58
32.0,33.0,23.1,6.4,59.6,61
9.7,34.4,21.7,4.9,57.0,34
18.0,13.0,29.5,2.2,28.8,36
17.7,28.1,20.8,5.9,52.2,38
46.0,29.6,37.5,4.7,55.9,73
48.2,16.8,33.2,7.4,47.1,58
13.1,12.5,12.9,2.4,23.8,19
40.1,38.5,42.4,4.6,67.0,78
48.3,36.5,39.2,7.7,71.6,86
34.1,26.9,38.7,2.1,46.7,60
31.7,18.0,36.7,2.5,37.3,51
25.8,18.7,22.2,0.7,29.2,40
3.8,22.4,20.7,7.2,49.1,31
9.1,16.7,26.2,5.9,41.2,30
36.8,17.1,31.4,2.0,33.4,53
7.8,33.7,16.5,5.3,55.6,31
38.2,26.9,25.3,5.0,50.0,67
44.9,19.6,39.7,1.5,37.4,67
14.0,11.9,16.6,6.4,34.2,37
47.0,40.1,25.9,6.2,67.8,83
48.8,34.1,37.5,0.1,49.4,67
19.0,40.2,14.5,1.5,52.8,47
11.9,22.8,19.6,4.0,41.2,32
21.0,24.0,24.6,3.6,43.0,38
49.0,35.2,41.8,6.4,67.7,84
42.8,35.8,32.0,3.8,58.9,61
8.8,39.7,23.4,4.1,61.4,45
39.3,29.9,28.9,3.2,49.9,58
3.0,32.0,18.7,3.6,50.2,34
13.0,38.4,17.9,2.8,55.0,48
6.1,17.0,26.9,4.6,38.5,24
49.0,27.9,30.1,6.2,55.5,78
44.5,32.1,28.9,1.2,47.3,61
32.0,31.4,32.7,3.2,52.7,51
4.0,32.9,10.5,5.7,54.0,38
13.6,22.7,23.1,4.7,43.9,43
20.7,35.5,12.2,5.3,56.4,43
10.5,42.8,11.5,3.8,60.5,37
1.3,12.9,15.7,2.1,24.3,11
4.2,18.0,19.8,5.9,40.7,33
31.3,11.0,26.4,5.3,33.4,46
43.2,42.7,36.9,4.4,69.5,72
48.5,30.9,33.8,5.0,57.0,77
26.2,22.2,24.6,4.3,42.8,40
22.1,20.6,18.3,0.0,28.4,31
17.2,42.3,14.4,7.6,70.3,61
15.0,30.9,27.4,6.4,58.6,49
9.4,18.7,22.1,5.7,41.7,36
41.4,31.9,22.7,4.1,52.5,64
14.2,24.5,26.9,6.8,52.3,39
6.8,25.8,10.3,5.6,45.8,39
9.4,28.7,5.1,1.5,37.2,25
14.1,10.3,13.6,0.7,17.3,14
24.7,38.0,19.8,8.0,68.2,65
34.8,36.3,17.1,1.2,48.5,57
38.8,16.7,24.4,6.7,42.6,59
41.4,18.7,29.9,6.2,45.2,65
12.4,35.7,22.0,0.8,48.3,37
23.6,21.3,24.1,5.0,43.4,37
37.2,26.8,26.0,2.4,43.6,59
44.4,14.0,34.8,5.1,38.7,60
0.8,23.9,18.8,1.9,36.9,16
29.1,15.4,31.4,6.2,42.0,47
7.9,42.6,12.6,8.0,71.1,40
3.0,37.7,19.1,1.0,50.1,32
15.8,22.2,23.0,7.1,49.3,39
1.1,18.8,14.8,0.3,26.1,23
28.0,29.8,26.3,4.3,51.8,55
36.6,42.0,30.7,4.4,66.9,63
26.6,29.0,28.5,3.6,49.8,59
19.0,40.0,11.4,6.2,63.4,51
16.0,38.7,20.2,1.5,52.8,52
38.3,24.3,22.9,2.6,40.4,50
26.2,14.5,23.2,7.0,40.6,42
5.4,32.5,5.5,3.1,45.5,38
26.3,22.8,24.9,4.8,44.8,41
0.7,42.5,21.4,6.7,70.4,48
40.1,42.8,25.9,3.3,63.6,73
39.7,28.5,26.4,5.9,54.3,64
3.9,13.5,11.3,1.8,22.9,21
9.5,31.9,14.7,1.4,43.4,39
37.3,33.6,34.7,5.6,61.7,71
44.1,24.1,24.4,2.7,40.8,57
26.7,41.6,32.1,4.4,66.9,63
42.2,38.9,32.7,2.6,59.5,68
28.2,42.4,25.3,2.0,59.7,64
22.4,44.4,24.7,4.8,68.7,66
6.8,44.5,15.6,1.7,58.4,42
1.1,19.7,20.6,4.4,39.1,20
4.7,19.3,10.5,7.1,42.3,27
11.6,24.0,17.7,7.3,50.2,32
36.2,38.9,29.5,5.5,65.8,63
29.8,30.2,26.7,0.6,43.1,43
46.1,25.2,36.4,7.4,57.4,65
43.5,31.1,30.9,0.1,44.1,66
2.7,29.8,12.6,2.6,43.4,27
7.7,44.0,25.3,6.0,71.5,56
4.5,15.2,17.9,2.7,29.0,28
28.6,13.0,18.6,4.0,30.0,36
38.1,23.8,26.3,4.6,45.8,65
12.3,21.3,16.3,7.4,47.1,31
5.6,16.7,12.9,2.8,29.4,14
38.5,38.8,24.1,6.4,66.3,65
22.0,34.0,25.8,1.2,48.5,41
5.6,42.4,15.1,7.0,69.1,46
0.7,25.8,11.4,0.2,32.6,18
37.0,36.3,26.5,4.4,59.3,61
34.8,41.7,29.7,4.2,65.7,67
8.5,31.6,17.7,0.4,41.4,24
3.3,42.0,19.0,2.9,59.6,33
1.0,18.1,20.7,3.0,33.8,16
45.2,13.1,34.6,1.6,28.9,60
28.0,42.3,23.1,2.4,59.9,65
19.7,22.3,15.4,5.0,41.9,39
49.8,12.2,39.5,2.1,30.7,62
44.5,29.4,31.8,2.2,47.7,60
17.1,35.5,14.9,4.2,54.4,45
20.9,20.9,22.8,4.8,42.1,47
27.1,28.9,16.8,6.4,53.2,48
15.4,14.7,23.4,8.0,43.4,33
32.8,12.4,24.6,4.3,31.9,40
9.2,11.0,17.7,2.5,23.8,26
48.1,38.8,35.2,5.1,66.4,78
7.6,10.9,7.7,7.9,34.2,25
30.3,18.1,29.7,0.2,29.5,36
34.4,31.2,28.4,5.7,57.4,64
9.2,15.7,15.5,1.8,26.6,28
38.2,24.5,20.8,5.9,48.2,56
37.9,44.5,29.6,6.9,75.6,82
34.4,25.0,38.7,6.2,54.9,64
36.0,30.0,33.5,4.3,54.1,54
26.0,11.5,28.4,8.0,41.3,52
26.9,23.6,26.4,6.1,49.4,43
9.5,37.1,21.5,2.3,53.4,37
21.1,28.1,18.8,1.1,39.6,47
4.5,30.5,11.3,7.2,55.3,31
19.7,25.9,13.7,7.2,50.9,43
44.1,32.7,25.2,5.7,58.1,66
35.9,25.7,19.3,2.9,41.6,61
35.4,31.4,38.3,1.3,49.6,63
2.2,40.5,7.6,6.9,64.5,36
43.4,24.7,31.0,2.5,43.0,67
14.4,43.6,20.2,0.0,54.5,45
0.6,38.3,13.5,4.9,58.9,42
11.9,24.4,19.6,0.6,34.5,22
12.2,29.5,20.9,6.6,55.5,35
9.2,15.1,9.3,0.3,20.3,21
16.6,44.8,10.1,1.3,56.1,48
30.6,37.6,30.9,1.4,54.5,63
37.5,36.9,22.4,2.6,54.2,66
41.0,12.3,39.6,3.8,35.0,49
34.7,28.4,26.1,5.6,53.4,52
5.5,44.6,20.6,3.9,65.5,44
21.4,30.1,24.7,5.0,53.4,44
30.7,27.4,29.9,6.5,55.7,56
35.4,10.8,29.7,5.0,33.4,43
36.9,24.5,27.2,0.4,36.4,55
28.0,17.0,21.7,2.3,31.1,35
15.4,10.2,18.1,5.5,30.5,32
19.8,39.1,28.9,1.6,56.1,52
46.1,11.2,33.4,1.1,25.2,48
31.4,21.7,33.3,6.3,49.9,59
46.4,29.8,28.2,5.4,55.1,61
10.4,41.1,24.3,2.8,60.0,40
14.0,31.9,19.0,6.7,57.9,49
9.4,20.8,15.7,6.9,45.1,26
13.6,23.0,18.3,6.6,47.5,39
10.8,37.5,10.5,6.2,60.3,37
22.2,27.5,16.4,1.5,39.2,48
36.6,15.0,33.5,7.0,44.2,63
33.8,26.1,26.1,5.7,51.1,65
5.8,39.7,7.5,7.0,63.9,43
23.3,33.1,17.6,2.5,48.3,48
31.9,20.0,19.8,4.3,38.9,54
33.6,14.0,20.9,7.7,41.1,58
5.1,19.5,16.8,7.5,45.5,31
28.7,41.2,19.2,4.3,62.3,53
6.5,13.7,18.0,0.4,21.6,23
19.6,32.0,29.8,5.5,58.2,56
30.8,35.0,28.5,5.4,60.9,54
48.7,14.6,38.3,6.5,44.0,70
4.9,36.8,14.6,3.8,54.8,35
7.2,22.7,19.0,1.5,34.7,29
39.4,11.1,35.8,3.8,32.6,54
23.9,22.2,26.1,4.6,44.0,53
5.1,21.4,23.7,5.2,43.9,31
26.6,31.7,22.7,4.4,53.0,59
19.2,30.7,23.6,6.3,56.9,53
28.4,16.1,26.2,5.4,39.2,52
5.7,13.4,15.0,3.6,28.4,22
47.8,38.5,23.8,6.2,65.4,80
16.4,17.6,17.2,1.1,27.5,22
37.9,20.2,32.0,4.9,44.3,62
9.8,30.0,17.9,7.3,57.0,42
45.9,42.0,42.8,7.9,79.3,75
30.6,39.8,31.5,0.5,54.9,51
0.0,13.8,20.1,2.3,27.1,8
11.8,21.1,20.1,3.1,37.2,35
21.8,14.9,14.9,4.4,32.0,39
42.0,33.5,33.5,1.1,50.0,58
32.4,33.0,27.7,7.8,64.5,59
4.2,26.0,16.1,6.3,49.5,37
31.2,38.7,25.7,3.1,58.5,59
9.3,39.6,19.9,1.9,54.7,48
13.5,11.2,26.3,0.3,21.1,31
35.2,34.2,23.4,1.1,47.8,65
49.2,26.3,45.6,0.6,44.4,61
12.3,33.4,22.6,5.5,57.6,45
30.7,10.4,33.1,3.6,30.5,50
28.7,44.2,22.0,2.4,61.7,57
1.8,35.4,23.1,4.5,57.5,28
31.5,33.0,29.4,2.3,51.2,48
14.3,39.8,13.9,2.2,53.9,40
30.8,36.0,20.9,4.8,58.3,55
33.0,37.4,22.2,1.9,53.0,55
40.0,13.0,34.4,1.2,27.8,45
41.9,23.4,34.5,5.3,49.6,60
10.5,32.5,19.3,6.0,56.9,36
2.6,26.7,13.6,7.6,52.7,31
19.0,15.1,24.4,7.0,41.6,31
14.4,21.0,22.4,4.2,40.6,28
4.9,39.5,14.1,4.9,60.4,39
16.7,32.9,12.5,3.1,48.1,41
36.7,21.8,27.2,5.5,46.1,53
15.7,12.4,7.3,3.3,24.2,34
5.2,19.9,11.3,1.5,29.3,14
31.0,41.3,22.2,1.7,56.8,54
35.4,14.5,28.3,5.3,37.9,47
44.8,26.3,33.1,7.5,57.9,75
46.1,41.6,30.0,6.2,70.7,80
12.9,12.2,20.2,3.1,27.4,19
12.9,12.4,19.4,7.8,39.1,30
30.5,15.0,22.4,6.1,38.6,45
30.7,19.1,20.8,0.3,28.2,36
28.6,41.4,21.9,1.2,55.6,48
46.6,34.5,33.6,7.2,66.4,68
25.8,25.3,30.9,6.8,54.4,46
27.0,38.6,24.1,3.9,59.9,60
16.7,44.9,12.4,5.2,66.6,55
26.7,26.1,26.5,6.1,52.2,50
8.8,16.7,9.3,5.6,35.3,22
31.5,32.1,20.3,5.9,56.5,54
1.8,18.3,13.6,3.1,32.2,21
25.0,43.8,34.9,0.1,59.4,58
2.8,14.1,12.8,6.5,35.8,30
22.9,15.2,30.7,4.6,37.6,34
1.8,26.5,11.0,7.3,51.0,23
12.1,32.1,14.7,7.2,58.1,38
22.8,38.6,20.0,0.9,51.1,56
29.7,17.1,22.8,2.7,32.6,47
16.2,14.8,28.1,6.7,41.6,35
38.2,14.2,29.7,1.1,27.4,52
8.4,18.5,11.0,4.7,35.6,23
5.0,37.2,21.8,0.1,48.1,40
4.0,34.7,13.5,4.7,54.4,36
20.8,34.2,30.3,1.6,51.1,48
26.2,31.4,29.3,0.3,44.4,45
35.9,38.9,25.8,2.4,57.0,68
0.2,28.6,4.8,0.8,35.2,24
43.1,26.2,39.6,5.0,53.5,64
13.8,34.0,18.9,7.7,62.7,54
24.9,11.9,25.0,2.9,28.0,34
21.7,36.5,24.5,0.3,48.7,40
46.2,27.0,33.1,0.9,42.2,62
36.1,17.0,28.6,5.4,41.0,55
11.5,18.3,9.6,3.3,31.5,25
18.8,27.0,17.4,7.1,53.0,41
10.8,23.1,15.6,3.7,39.6,30
31.6,14.5,30.4,5.5,39.0,41
14.0,24.6,13.7,6.1,46.7,37
44.3,32.3,38.2,4.9,59.6,68
28.9,24.4,23.6,4.2,44.7,47
29.6,35.6,28.5,5.9,62.9,59
12.4,42.5,14.4,7.6,70.5,43
20.9,35.7,22.4,4.0,56.4,55
26.6,38.7,28.7,3.6,60.6,56
4.2,24.2,21.1,1.7,37.5,29
14.8,26.8,16.9,2.4,40.8,42
42.9,25.9,30.1,6.2,53.3,69
9.2,34.6,24.2,0.0,45.7,29
19.2,20.4,24.9,6.0,45.1,39
39.4,35.8,29.9,0.4,49.7,65
44.4,31.7,26.1,2.9,50.3,62
32.4,37.1,31.5,1.1,53.4,60
11.9,42.9,12.9,4.6,63.0,44
37.7,41.4,31.6,4.0,65.5,74
13.9,27.0,11.4,4.2,43.9,32
23.5,41.5,28.3,3.6,63.6,60
40.0,42.9,41.3,0.5,61.3,75
4.4,43.5,9.7,0.6,52.7,32
13.8,40.6,22.2,4.2,62.3,40
14.7,14.6,27.0,2.8,31.3,36
36.9,10.8,19.3,6.4,33.8,57
32.2,32.6,24.6,2.6,50.1,64
42.1,14.6,29.0,6.3,40.7,54
39.5,20.1,25.6,6.8,47.0,55
17.7,42.3,16.4,5.7,66.2,54
9.1,41.7,15.4,6.4,67.0,43
11.9,14.4,9.9,2.1,24.2,21
10.3,44.2,22.9,1.2,59.0,50
27.0,42.2,18.2,3.2,60.3,64
38.4,15.5,42.1,7.8,49.4,67
16.6,20.1,23.3,7.6,48.3,37
40.0,21.9,39.7,0.9,38.5,63
45.0,20.8,29.1,3.2,39.8,59
22.3,32.4,12.0,4.7,51.4,47
39.1,12.9,30.8,6.8,40.6,49
48.8,31.1,33.6,4.1,54.9,65
45.4,39.9,27.3,3.0,60.0,75
0.6,25.6,8.9,4.5,42.4,23
36.4,38.1,35.0,2.3,58.6,69
36.4,30.9,32.6,1.1,46.9,59
23.7,12.3,35.1,7.7,43.4,48
4.4,24.5,19.1,4.4,44.0,25
10.0,27.2,19.8,6.6,52.7,39
41.7,26.2,30.0,0.2,38.6,49
7.7,32.3,15.7,1.0,43.1,33
20.9,18.6,24.9,1.0,30.6,35
24.7,22.7,32.2,3.8,44.4,51
43.4,34.3,34.3,1.0,50.9,74
36.6,30.4,20.0,1.2,42.8,61
43.9,19.5,23.7,3.4,37.3,60
2.4,12.7,13.2,1.6,22.1,12
38.2,21.3,27.7,2.5,38.2,54
13.6,28.7,20.4,2.8,45.0,34
0.6,27.0,12.2,2.7,40.4,21
5.1,16.6,7.2,7.2,38.6,34
42.3,38.1,37.8,3.3,61.9,65
5.8,22.2,4.6,5.5,39.8,23
40.9,36.7,38.3,2.7,59.0,69
1.4,40.0,14.8,1.1,51.6,31
15.4,24.9,22.1,6.1,49.5,36
3.9,11.5,22.1,0.9,21.7,24
29.7,11.5,31.3,2.4,28.2,33
37.7,17.2,39.4,7.2,48.9,56
33.5,36.1,17.3,2.2,50.8,60
17.6,31.5,29.6,4.0,53.9,40
5.0,17.6,10.5,1.5,26.5,21
8.6,35.4,14.5,7.4,62.2,51
42.6,16.5,34.5,5.4,42.2,54
9.0,17.5,13.8,1.8,28.1,19
38.1,28.2,27.4,4.0,49.6,63
35.2,21.5,24.2,0.9,33.4,49
22.8,39.4,29.1,1.8,57.0,58
14.5,12.4,20.9,6.7,36.8,39
47.0,33.6,26.5,5.4,58.8,76
21.9,15.0,20.1,3.2,30.7,31
37.1,22.7,31.3,1.6,38.6,51
29.7,39.3,28.8,5.8,66.8,63
38.2,36.5,35.3,6.4,67.1,74
17.8,44.6,29.2,4.1,68.6,51
38.4,27.4,21.9,5.0,49.5,56
1.5,27.4,21.4,0.2,37.4,21
19.1,31.8,20.0,0.8,43.3,35
33.1,26.3,28.3,2.3,43.5,60
24.5,40.1,19.0,4.4,61.3,49
49.5,25.8,36.1,6.8,56.5,79
23.0,40.1,17.8,2.4,55.9,49
24.6,27.1,21.9,0.9,38.9,50
33.0,26.7,31.6,6.8,56.1,67
2.8,23.2,12.3,5.4,43.0,28
16.0,39.3,8.2,2.8,53.1,36
38.3,25.0,30.7,7.9,56.7,68
17.6,32.7,20.3,4.7,54.2,40
43.4,28.8,23.3,0.3,39.7,64
28.4,34.4,28.8,4.7,58.6,59
18.9,38.3,21.1,0.8,50.9,44
16.8,21.9,24.2,4.9,43.8,42
48.5,44.1,32.6,0.6,60.3,73
14.4,24.1,19.6,1.8,37.2,28
35.9,19.6,31.6,4.5,42.5,62
23.8,32.8,23.6,2.4,49.5,50
21.6,24.1,19.8,5.0,45.2,50
33.6,32.0,33.8,4.1,55.9,57
28.8,36.0,28.0,3.7,57.6,62
46.7,17.0,32.0,3.7,37.7,59
7.5,25.2,16.7,2.5,39.3,23
31.7,20.0,29.4,1.3,34.3,45
20.3,18.6,13.1,6.6,41.1,46
24.3,41.7,30.1,1.6,59.4,55
6.8,33.1,16.7,1.4,45.3,26
48.2,40.1,28.7,0.7,54.9,73
43.4,22.7,37.2,5.3,49.6,58
19.8,18.3,31.2,4.6,41.2,48
46.6,43.2,38.6,7.5,78.3,83
24.8,37.1,19.9,2.5,53.4,56
40.3,17.6,40.3,0.9,33.9,51
48.5,30.6,31.2,3.9,53.1,73
35.0,26.6,24.1,2.0,41.8,53
44.0,35.0,37.5,6.6,66.6,66
32.3,35.9,27.6,6.4,64.2,56
34.5,29.3,29.6,2.5,47.7,59
45.2,18.3,36.6,3.5,40.1,52
45.5,18.9,38.2,0.7,34.2,57
14.9,25.4,20.7,2.5,40.7,41
39.5,37.3,22.6,3.9,58.0,71
46.3,42.1,30.8,0.8,58.0,69
34.9,31.1,27.2,6.5,59.0,64
22.7,32.5,11.2,5.0,52.0,44
0.2,30.2,6.7,0.9,37.8,22
25.8,36.7,35.6,6.8,68.5,66
39.6,35.7,28.3,2.1,53.4,66
40.0,16.4,25.9,7.0,43.5,56
1.0,31.4,7.7,1.8,41.7,20
48.7,15.9,33.4,3.2,35.7,65
30.0,16.0,27.6,4.5,37.3,38
35.9,25.9,33.7,5.4,52.4,54
11.2,38.5,19.7,2.1,53.9,48
19.1,17.5,17.2,6.6,41.1,37
20.9,20.2,16.9,2.1,32.8,42
45.4,26.0,34.2,0.1,39.4,57
43.6,17.4,38.2,3.1,38.5,63
36.8,12.1,21.3,2.7,26.6,44
23.5,33.5,23.1,6.4,60.2,47
0.3,44.2,12.0,5.4,66.2,35
48.4,19.1,36.9,4.0,42.3,66
43.9,28.6,25.6,1.1,42.2,56
15.7,44.1,27.0,2.2,62.6,53
46.3,31.5,35.8,6.1,61.0,73
25.8,35.8,19.8,3.9,55.5,49
27.8,25.4,33.4,1.5,42.0,41
11.5,34.7,8.9,3.5,50.0,45
2.0,27.0,14.8,3.9,44.2,23
6.2,16.3,14.9,1.3,25.8,28
41.1,17.4,34.7,8.0,49.7,53
26.3,12.7,25.0,6.1,36.9,37
44.4,33.8,28.8,3.2,54.2,63
41.8,39.1,22.0,5.3,63.3,77
31.4,21.5,26.1,0.4,32.7,51
16.2,43.5,26.7,4.6,67.8,51
43.2,37.9,34.2,6.0,67.4,78
4.6,37.0,8.6,3.2,51.7,26
42.6,20.0,31.2,6.0,46.6,57
6.0,38.2,15.0,2.5,53.2,32
18.0,17.0,14.0,3.6,32.1,37
23.8,36.5,23.9,6.5,64.0,53
21.7,22.0,16.2,3.7,38.6,39
32.4,28.5,36.2,5.2,55.5,53
14.5,26.7,24.0,1.2,39.9,32
34.2,25.0,22.7,4.5,45.8,48
45.9,24.5,34.2,3.7,46.7,65
17.8,10.6,25.8,5.9,34.3,40
9.0,12.9,11.5,7.0,35.3,28
15.7,25.7,26.7,6.5,52.8,45
48.3,16.5,36.3,6.0,44.2,64
43.6,10.2,27.8,0.9,21.9,45
32.8,33.0,26.3,6.0,59.6,68
15.1,34.2,25.9,7.7,65.0,54
40.2,16.7,21.0,6.5,41.1,54
43.0,32.7,30.4,3.5,54.2,65
4.3,24.8,14.6,0.9,34.2,20
36.9,10.7,28.9,3.6,29.6,46
10.1,11.8,22.9,0.1,20.2,26
49.0,30.9,43.1,4.4,58.3,75
1.9,35.4,12.9,7.5,62.0,44
11.6,30.2,6.3,4.4,46.4,36
44.6,27.3,31.8,7.5,58.6,73
22.4,35.4,18.2,3.8,54.3,56
11.6,21.9,19.7,4.8,42.2,40
6.6,43.6,16.0,6.7,70.0,49
39.8,31.8,39.7,2.3,53.0,58
33.4,31.2,19.3,0.8,42.5,57
47.2,29.5,31.1,8.0,62.1,77
44.0,39.0,26.8,7.2,69.4,69
40.3,17.9,24.3,4.5,38.4,62
12.9,11.6,15.0,7.0,34.9,30
44.8,31.2,43.0,0.8,49.6,59
46.3,39.5,32.7,0.9,55.9,66
39.1,13.6,36.9,4.5,37.4,61
5.3,41.9,22.1,1.3,56.4,39
35.4,40.5,32.8,1.2,57.8,66
16.7,25.4,20.0,3.3,42.5,30
12.3,27.7,21.1,0.7,38.9,36
35.8,18.6,29.8,6.0,44.6,62
21.1,24.5,22.7,3.3,42.3,48
47.6,43.0,37.2,3.5,67.7,71
35.9,21.8,24.3,3.2,39.5,49
21.7,42.3,15.7,1.2,54.7,43
48.9,40.7,45.7,7.8,78.4,90
20.1,20.7,25.5,5.9,45.4,45
0.4,42.2,10.7,5.6,64.1,44
32.2,31.6,34.7,3.5,54.3,61
44.4,16.9,36.0,2.4,35.6,50
26.9,40.8,26.6,4.2,63.8,60
10.7,21.9,15.9,5.1,41.9,25
1.4,18.4,19.2,6.2,41.7,30
49.3,23.1,24.5,5.0,45.5,69
6.2,25.7,25.2,4.6,47.6,25
22.7,44.6,34.0,4.5,71.0,59
17.5,35.0,21.7,5.4,58.9,52
26.0,30.4,19.3,6.6,56.1,56
22.7,24.4,17.6,0.7,34.1,44
44.4,22.9,32.2,4.2,45.6,70
38.9,32.3,37.0,8.0,67.0,77
36.6,27.7,24.4,3.9,47.8,64
6.5,14.1,23.6,1.7,27.0,28
1.6,42.3,9.9,1.0,52.5,38
5.5,28.3,11.3,0.9,37.1,28
49.6,37.7,32.6,1.1,54.4,78
2.4,17.5,24.7,6.6,43.4,34
0.1,11.6,8.6,3.8,25.0,15
28.3,26.6,35.1,5.8,54.6,51
38.1,25.7,30.0,3.6,46.6,60
4.5,23.6,18.6,7.2,49.8,34
27.0,35.8,36.7,5.2,63.8,56
35.4,34.8,33.9,4.5,60.1,59
32.2,29.0,27.6,6.1,55.8,66
9.5,14.2,22.1,7.5,41.2,28
48.1,39.0,28.1,6.7,68.5,84
4.2,30.6,13.4,3.9,47.8,23
17.0,28.5,10.5,3.1,42.6,33
5.7,15.0,6.1,2.0,23.5,12
7.7,12.1,25.3,7.7,40.3,26
1.4,21.2,6.3,3.3,33.7,23
